metric,indicator,demographic_category,demographic_value,date_type,date_value_start,date_value_end,value,unit,value_smoothed,description
Case,New Cases,Citywide,,Daily,2021-01-23,NA,213,count,367.29,NA
Case,New Cases,Citywide,,Daily,2021-01-24,NA,168,count,366.43,NA
Case,New Cases,Citywide,,Daily,2021-01-25,NA,458,count,387.86,NA
Case,New Cases,Citywide,,Daily,2021-01-26,NA,379,count,368.57,NA
Case,New Cases,Citywide,,Daily,2021-01-27,NA,345,count,346.71,NA
Case,New Cases,Citywide,,Daily,2021-01-28,NA,330,count,327.43,NA
Case,New Cases,Citywide,,Daily,2021-01-29,NA,244,count,305.29,NA
Case,New Cases,Citywide,,Daily,2021-01-30,NA,136,count,294.29,NA
Case,New Cases,Citywide,,Daily,2021-01-31,NA,127,count,288.43,NA
Case,New Cases,Citywide,,Daily,2021-02-01,NA,271,count,261.71,NA
Case,New Cases,Citywide,,Daily,2021-02-02,NA,232,count,240.71,NA
Case,New Cases,Citywide,,Daily,2021-02-03,NA,306,count,235.14,NA
Case,New Cases,Citywide,,Daily,2021-02-04,NA,296,count,230.29,NA
Case,New Cases,Citywide,,Daily,2021-02-05,NA,243,count,230.14,NA
Case,New Cases,Citywide,,Daily,2021-02-06,NA,135,count,230,NA
Case,New Cases,Citywide,,Daily,2021-02-07,NA,79,count,223.14,NA
Case,New Cases,Citywide,,Daily,2021-02-08,NA,292,count,226.14,NA
Case,New Cases,Citywide,,Daily,2021-02-09,NA,203,count,222,NA
Case,New Cases,Citywide,,Daily,2021-02-10,NA,268,count,216.57,NA
Case,New Cases,Citywide,,Daily,2021-02-11,NA,208,count,204,NA
Case,New Cases,Citywide,,Daily,2021-02-12,NA,160,count,192.14,NA
Case,New Cases,Citywide,,Daily,2021-02-13,NA,104,count,187.71,NA
Case,New Cases,Citywide,,Daily,2021-02-14,NA,71,count,186.57,NA
Case,New Cases,Citywide,,Daily,2021-02-15,NA,155,count,167,NA
Case,New Cases,Citywide,,Daily,2021-02-16,NA,208,count,167.71,NA
Case,New Cases,Citywide,,Daily,2021-02-17,NA,212,count,159.71,NA
Case,New Cases,Citywide,,Daily,2021-02-18,NA,174,count,154.86,NA
Case,New Cases,Citywide,,Daily,2021-02-19,NA,160,count,154.86,NA
Case,New Cases,Citywide,,Daily,2021-02-20,NA,107,count,155.29,NA
Case,New Cases,Citywide,,Daily,2021-02-21,NA,86,count,157.43,NA
Case,New Cases,Citywide,,Daily,2021-02-22,NA,240,count,169.57,NA
Case,New Cases,Citywide,,Daily,2021-02-23,NA,211,count,170,NA
Case,New Cases,Citywide,,Daily,2021-02-24,NA,228,count,172.29,NA
Case,New Cases,Citywide,,Daily,2021-02-25,NA,163,count,170.71,NA
Case,New Cases,Citywide,,Daily,2021-02-26,NA,156,count,170.14,NA
Case,New Cases,Citywide,,Daily,2021-02-27,NA,108,count,170.29,NA
Case,New Cases,Citywide,,Daily,2021-02-28,NA,104,count,172.86,NA
Case,New Cases,Citywide,,Daily,2021-03-01,NA,231,count,171.57,NA
Case,New Cases,Citywide,,Daily,2021-03-02,NA,204,count,170.57,NA
Case,New Cases,Citywide,,Daily,2021-03-03,NA,205,count,167.29,NA
Case,New Cases,Citywide,,Daily,2021-03-04,NA,200,count,172.57,NA
Case,New Cases,Citywide,,Daily,2021-03-05,NA,137,count,169.86,NA
Case,New Cases,Citywide,,Daily,2021-03-06,NA,85,count,166.57,NA
Case,New Cases,Citywide,,Daily,2021-03-07,NA,87,count,164.14,NA
Case,New Cases,Citywide,,Daily,2021-03-08,NA,198,count,159.43,NA
Case,New Cases,Citywide,,Daily,2021-03-09,NA,176,count,155.43,NA
Case,New Cases,Citywide,,Daily,2021-03-10,NA,164,count,149.57,NA
Case,New Cases,Citywide,,Daily,2021-03-11,NA,200,count,149.57,NA
Case,New Cases,Citywide,,Daily,2021-03-12,NA,133,count,149,NA
Case,New Cases,Citywide,,Daily,2021-03-13,NA,85,count,149,NA
Case,New Cases,Citywide,,Daily,2021-03-14,NA,64,count,145.71,NA
Case,New Cases,Citywide,,Daily,2021-03-15,NA,202,count,146.29,NA
Case,New Cases,Citywide,,Daily,2021-03-16,NA,206,count,150.57,NA
Case,New Cases,Citywide,,Daily,2021-03-17,NA,227,count,159.57,NA
Case,New Cases,Citywide,,Daily,2021-03-18,NA,202,count,159.86,NA
Case,New Cases,Citywide,,Daily,2021-03-19,NA,172,count,165.43,NA
Case,New Cases,Citywide,,Daily,2021-03-20,NA,91,count,166.29,NA
Case,New Cases,Citywide,,Daily,2021-03-21,NA,86,count,169.43,NA
Case,New Cases,Citywide,,Daily,2021-03-22,NA,287,count,181.57,NA
Case,New Cases,Citywide,,Daily,2021-03-23,NA,276,count,191.57,NA
Case,New Cases,Citywide,,Daily,2021-03-24,NA,299,count,201.86,NA
Case,New Cases,Citywide,,Daily,2021-03-25,NA,307,count,216.86,NA
Case,New Cases,Citywide,,Daily,2021-03-26,NA,239,count,226.43,NA
Case,New Cases,Citywide,,Daily,2021-03-27,NA,179,count,239,NA
Case,New Cases,Citywide,,Daily,2021-03-28,NA,113,count,242.86,NA
Case,New Cases,Citywide,,Daily,2021-03-29,NA,311,count,246.29,NA
Case,New Cases,Citywide,,Daily,2021-03-30,NA,324,count,253.14,NA
Case,New Cases,Citywide,,Daily,2021-03-31,NA,315,count,255.43,NA
Case,New Cases,Citywide,,Daily,2021-04-01,NA,270,count,250.14,NA
Case,New Cases,Citywide,,Daily,2021-04-02,NA,233,count,249.29,NA
Case,New Cases,Citywide,,Daily,2021-04-03,NA,120,count,240.86,NA
Case,New Cases,Citywide,,Daily,2021-04-04,NA,74,count,235.29,NA
Case,New Cases,Citywide,,Daily,2021-04-05,NA,336,count,238.86,NA
Case,New Cases,Citywide,,Daily,2021-04-06,NA,258,count,229.43,NA
Case,New Cases,Citywide,,Daily,2021-04-07,NA,265,count,222.29,NA
Case,New Cases,Citywide,,Daily,2021-04-08,NA,231,count,216.71,NA
Case,New Cases,Citywide,,Daily,2021-04-09,NA,172,count,208,NA
Case,New Cases,Citywide,,Daily,2021-04-10,NA,129,count,209.29,NA
Case,New Cases,Citywide,,Daily,2021-04-11,NA,95,count,212.29,NA
Case,New Cases,Citywide,,Daily,2021-04-12,NA,199,count,192.71,NA
Case,New Cases,Citywide,,Daily,2021-04-13,NA,179,count,181.43,NA
Case,New Cases,Citywide,,Daily,2021-04-14,NA,196,count,171.57,NA
Case,New Cases,Citywide,,Daily,2021-04-15,NA,158,count,161.14,NA
Case,New Cases,Citywide,,Daily,2021-04-16,NA,109,count,152.14,NA
Case,New Cases,Citywide,,Daily,2021-04-17,NA,76,count,144.57,NA
Case,New Cases,Citywide,,Daily,2021-04-18,NA,64,count,140.14,NA
Case,New Cases,Citywide,,Daily,2021-04-19,NA,143,count,132.14,NA
Case,New Cases,Citywide,,Daily,2021-04-20,NA,138,count,126.29,NA
Case,New Cases,Citywide,,Daily,2021-04-21,NA,120,count,115.43,NA
Case,New Cases,Citywide,,Daily,2021-04-22,NA,132,count,111.71,NA
Case,New Cases,Citywide,,Daily,2021-04-23,NA,133,count,115.14,NA
Case,New Cases,Citywide,,Daily,2021-04-24,NA,60,count,112.86,NA
Case,New Cases,Citywide,,Daily,2021-04-25,NA,56,count,111.71,NA
Case,New Cases,Citywide,,Daily,2021-04-26,NA,127,count,109.43,NA
Case,New Cases,Citywide,,Daily,2021-04-27,NA,138,count,109.43,NA
Case,New Cases,Citywide,,Daily,2021-04-28,NA,115,count,108.71,NA
Case,New Cases,Citywide,,Daily,2021-04-29,NA,75,count,100.57,NA
Case,New Cases,Citywide,,Daily,2021-04-30,NA,93,count,94.86,NA
Case,New Cases,Citywide,,Daily,2021-05-01,NA,49,count,93.29,NA
Case,New Cases,Citywide,,Daily,2021-05-02,NA,44,count,91.57,NA
Case,New Cases,Citywide,,Daily,2021-05-03,NA,97,count,87.29,NA
Case,New Cases,Citywide,,Daily,2021-05-04,NA,76,count,78.43,NA
Case,New Cases,Citywide,,Daily,2021-05-05,NA,92,count,75.14,NA
Case,New Cases,Citywide,,Daily,2021-05-06,NA,82,count,76.14,NA
Case,New Cases,Citywide,,Daily,2021-05-07,NA,61,count,71.57,NA
Case,New Cases,Citywide,,Daily,2021-05-08,NA,31,count,69,NA
Case,New Cases,Citywide,,Daily,2021-05-09,NA,26,count,66.43,NA
Case,New Cases,Citywide,,Daily,2021-05-10,NA,87,count,65,NA
Case,New Cases,Citywide,,Daily,2021-05-11,NA,60,count,62.71,NA
Case,New Cases,Citywide,,Daily,2021-05-12,NA,53,count,57.14,NA
Case,New Cases,Citywide,,Daily,2021-05-13,NA,53,count,53,NA
Case,New Cases,Citywide,,Daily,2021-05-14,NA,32,count,48.86,NA
Case,New Cases,Citywide,,Daily,2021-05-15,NA,28,count,48.43,NA
Case,New Cases,Citywide,,Daily,2021-05-16,NA,25,count,48.29,NA
Case,New Cases,Citywide,,Daily,2021-05-17,NA,51,count,43.14,NA
Case,New Cases,Citywide,,Daily,2021-05-18,NA,34,count,39.43,NA
Case,New Cases,Citywide,,Daily,2021-05-19,NA,34,count,36.71,NA
Case,New Cases,Citywide,,Daily,2021-05-20,NA,43,count,35.29,NA
Case,New Cases,Citywide,,Daily,2021-05-21,NA,30,count,35,NA
Case,New Cases,Citywide,,Daily,2021-05-22,NA,12,count,32.71,NA
Case,New Cases,Citywide,,Daily,2021-05-23,NA,9,count,30.43,NA
Case,New Cases,Citywide,,Daily,2021-05-24,NA,32,count,27.71,NA
Case,New Cases,Citywide,,Daily,2021-05-25,NA,24,count,26.29,NA
Case,New Cases,Citywide,,Daily,2021-05-26,NA,40,count,27.14,NA
Case,New Cases,Citywide,,Daily,2021-05-27,NA,27,count,24.86,NA
Case,New Cases,Citywide,,Daily,2021-05-28,NA,10,count,22,NA
Case,New Cases,Citywide,,Daily,2021-05-29,NA,7,count,21.29,NA
Case,New Cases,Citywide,,Daily,2021-05-30,NA,10,count,21.43,NA
Case,New Cases,Citywide,,Daily,2021-05-31,NA,2,count,17.14,NA
Case,New Cases,Citywide,,Daily,2021-06-01,NA,31,count,18.14,NA
Case,New Cases,Citywide,,Daily,2021-06-02,NA,27,count,16.29,NA
Case,New Cases,Citywide,,Daily,2021-06-03,NA,30,count,16.71,NA
Case,New Cases,Citywide,,Daily,2021-06-04,NA,28,count,19.29,NA
Case,New Cases,Citywide,,Daily,2021-06-05,NA,10,count,19.71,NA
Case,New Cases,Citywide,,Daily,2021-06-06,NA,7,count,19.29,NA
Case,New Cases,Citywide,,Daily,2021-06-07,NA,20,count,21.86,NA
Case,New Cases,Citywide,,Daily,2021-06-08,NA,18,count,20,NA
Case,New Cases,Citywide,,Daily,2021-06-09,NA,12,count,17.86,NA
Case,New Cases,Citywide,,Daily,2021-06-10,NA,14,count,15.57,NA
Case,New Cases,Citywide,,Daily,2021-06-11,NA,10,count,13,NA
Case,New Cases,Citywide,,Daily,2021-06-12,NA,10,count,13,NA
Case,New Cases,Citywide,,Daily,2021-06-13,NA,2,count,12.29,NA
Case,New Cases,Citywide,,Daily,2021-06-14,NA,6,count,10.29,NA
Case,New Cases,Citywide,,Daily,2021-06-15,NA,7,count,8.71,NA
Case,New Cases,Citywide,,Daily,2021-06-16,NA,6,count,7.86,NA
Case,New Cases,Citywide,,Daily,2021-06-17,NA,7,count,6.86,NA
Case,New Cases,Citywide,,Daily,2021-06-18,NA,8,count,6.57,NA
Case,New Cases,Citywide,,Daily,2021-06-19,NA,5,count,5.86,NA
Case,New Cases,Citywide,,Daily,2021-06-20,NA,3,count,6,NA
Case,New Cases,Citywide,,Daily,2021-06-21,NA,4,count,5.71,NA
Case,New Cases,Citywide,,Daily,2021-06-22,NA,8,count,5.86,NA
Case,New Cases,Citywide,,Daily,2021-06-23,NA,8,count,6.14,NA
Case,New Cases,Citywide,,Daily,2021-06-24,NA,12,count,6.86,NA
Case,New Cases,Citywide,,Daily,2021-06-25,NA,5,count,6.43,NA
Case,New Cases,Citywide,,Daily,2021-06-26,NA,5,count,6.43,NA
Case,New Cases,Citywide,,Daily,2021-06-27,NA,6,count,6.86,NA
Case,New Cases,Citywide,,Daily,2021-06-28,NA,14,count,8.29,NA
Case,New Cases,Citywide,,Daily,2021-06-29,NA,12,count,8.86,NA
Case,New Cases,Citywide,,Daily,2021-06-30,NA,8,count,8.86,NA
Case,New Cases,Citywide,,Daily,2021-07-01,NA,15,count,9.29,NA
Case,New Cases,Citywide,,Daily,2021-07-02,NA,6,count,9.43,NA
Case,New Cases,Citywide,,Daily,2021-07-03,NA,1,count,8.86,NA
Case,New Cases,Citywide,,Daily,2021-07-04,NA,1,count,8.14,NA
Case,New Cases,Citywide,,Daily,2021-07-05,NA,4,count,6.71,NA
Case,New Cases,Citywide,,Daily,2021-07-06,NA,17,count,7.43,NA
Case,New Cases,Citywide,,Daily,2021-07-07,NA,18,count,8.86,NA
Case,New Cases,Citywide,,Daily,2021-07-08,NA,25,count,10.29,NA
Case,New Cases,Citywide,,Daily,2021-07-09,NA,19,count,12.14,NA
Case,New Cases,Citywide,,Daily,2021-07-10,NA,14,count,14,NA
Case,New Cases,Citywide,,Daily,2021-07-11,NA,17,count,16.29,NA
Case,New Cases,Citywide,,Daily,2021-07-12,NA,41,count,21.57,NA
Case,New Cases,Citywide,,Daily,2021-07-13,NA,50,count,26.29,NA
Case,New Cases,Citywide,,Daily,2021-07-14,NA,47,count,30.43,NA
Case,New Cases,Citywide,,Daily,2021-07-15,NA,40,count,32.57,NA
Case,New Cases,Citywide,,Daily,2021-07-16,NA,51,count,37.14,NA
Case,New Cases,Citywide,,Daily,2021-07-17,NA,24,count,38.57,NA
Case,New Cases,Citywide,,Daily,2021-07-18,NA,20,count,39,NA
Case,New Cases,Citywide,,Daily,2021-07-19,NA,72,count,43.43,NA
Case,New Cases,Citywide,,Daily,2021-07-20,NA,68,count,46,NA
Case,New Cases,Citywide,,Daily,2021-07-21,NA,79,count,50.57,NA
Case,New Cases,Citywide,,Daily,2021-07-22,NA,86,count,57.14,NA
Case,New Cases,Citywide,,Daily,2021-07-23,NA,71,count,60,NA
Case,New Cases,Citywide,,Daily,2021-07-24,NA,43,count,62.71,NA
Case,New Cases,Citywide,,Daily,2021-07-25,NA,49,count,66.86,NA
Case,New Cases,Citywide,,Daily,2021-07-26,NA,81,count,68.14,NA
Case,New Cases,Citywide,,Daily,2021-07-27,NA,91,count,71.43,NA
Case,New Cases,Citywide,,Daily,2021-07-28,NA,104,count,75,NA
Case,New Cases,Citywide,,Daily,2021-07-29,NA,113,count,78.86,NA
Case,New Cases,Citywide,,Daily,2021-07-30,NA,96,count,82.43,NA
Case,New Cases,Citywide,,Daily,2021-07-31,NA,48,count,83.14,NA
Case,New Cases,Citywide,,Daily,2021-08-01,NA,73,count,86.57,NA
Case,New Cases,Citywide,,Daily,2021-08-02,NA,139,count,94.86,NA
Case,New Cases,Citywide,,Daily,2021-08-03,NA,162,count,105,NA
Case,New Cases,Citywide,,Daily,2021-08-04,NA,124,count,107.86,NA
Case,New Cases,Citywide,,Daily,2021-08-05,NA,140,count,111.71,NA
Case,New Cases,Citywide,,Daily,2021-08-06,NA,151,count,119.57,NA
Case,New Cases,Citywide,,Daily,2021-08-07,NA,61,count,121.43,NA
Case,New Cases,Citywide,,Daily,2021-08-08,NA,61,count,119.71,NA
Case,New Cases,Citywide,,Daily,2021-08-09,NA,130,count,118.43,NA
Case,New Cases,Citywide,,Daily,2021-08-10,NA,162,count,118.43,NA
Case,New Cases,Citywide,,Daily,2021-08-11,NA,143,count,121.14,NA
Case,New Cases,Citywide,,Daily,2021-08-12,NA,155,count,123.29,NA
Case,New Cases,Citywide,,Daily,2021-08-13,NA,100,count,116,NA
Case,New Cases,Citywide,,Daily,2021-08-14,NA,56,count,115.29,NA
Case,New Cases,Citywide,,Daily,2021-08-15,NA,65,count,115.86,NA
Case,New Cases,Citywide,,Daily,2021-08-16,NA,150,count,118.71,NA
Case,New Cases,Citywide,,Daily,2021-08-17,NA,182,count,121.57,NA
Case,New Cases,Citywide,,Daily,2021-08-18,NA,178,count,126.57,NA
Case,New Cases,Citywide,,Daily,2021-08-19,NA,147,count,125.43,NA
Case,New Cases,Citywide,,Daily,2021-08-20,NA,115,count,127.57,NA
Case,New Cases,Citywide,,Daily,2021-08-21,NA,74,count,130.14,NA
Case,New Cases,Citywide,,Daily,2021-08-22,NA,52,count,128.29,NA
Case,New Cases,Citywide,,Daily,2021-08-23,NA,176,count,132,NA
Case,New Cases,Citywide,,Daily,2021-08-24,NA,177,count,131.29,NA
Case,New Cases,Citywide,,Daily,2021-08-25,NA,184,count,132.14,NA
Case,New Cases,Citywide,,Daily,2021-08-26,NA,179,count,136.71,NA
Case,New Cases,Citywide,,Daily,2021-08-27,NA,154,count,142.29,NA
Case,New Cases,Citywide,,Daily,2021-08-28,NA,77,count,142.71,NA
Case,New Cases,Citywide,,Daily,2021-08-29,NA,69,count,145.14,NA
Case,New Cases,Citywide,,Daily,2021-08-30,NA,179,count,145.57,NA
Case,New Cases,Citywide,,Daily,2021-08-31,NA,184,count,146.57,NA
Case,New Cases,Citywide,,Daily,2021-09-01,NA,167,count,144.14,NA
Case,New Cases,Citywide,,Daily,2021-09-02,NA,176,count,143.71,NA
Case,New Cases,Citywide,,Daily,2021-09-03,NA,154,count,143.71,NA
Case,New Cases,Citywide,,Daily,2021-09-04,NA,87,count,145.14,NA
Case,New Cases,Citywide,,Daily,2021-09-05,NA,73,count,145.71,NA
Case,New Cases,Citywide,,Daily,2021-09-06,NA,69,count,130,NA
Case,New Cases,Citywide,,Daily,2021-09-07,NA,270,count,142.29,NA
Case,New Cases,Citywide,,Daily,2021-09-08,NA,271,count,157.14,NA
Case,New Cases,Citywide,,Daily,2021-09-09,NA,253,count,168.14,NA
Case,New Cases,Citywide,,Daily,2021-09-10,NA,200,count,174.71,NA
Case,New Cases,Citywide,,Daily,2021-09-11,NA,88,count,174.86,NA
Case,New Cases,Citywide,,Daily,2021-09-12,NA,75,count,175.14,NA
Case,New Cases,Citywide,,Daily,2021-09-13,NA,223,count,197.14,NA
Case,New Cases,Citywide,,Daily,2021-09-14,NA,198,count,186.86,NA
Case,New Cases,Citywide,,Daily,2021-09-15,NA,211,count,178.29,NA
Case,New Cases,Citywide,,Daily,2021-09-16,NA,160,count,165,NA
Case,New Cases,Citywide,,Daily,2021-09-17,NA,145,count,157.14,NA
Case,New Cases,Citywide,,Daily,2021-09-18,NA,67,count,154.14,NA
Case,New Cases,Citywide,,Daily,2021-09-19,NA,43,count,149.57,NA
Case,New Cases,Citywide,,Daily,2021-09-20,NA,185,count,144.14,NA
Case,New Cases,Citywide,,Daily,2021-09-21,NA,172,count,140.43,NA
Case,New Cases,Citywide,,Daily,2021-09-22,NA,149,count,131.57,NA
Case,New Cases,Citywide,,Daily,2021-09-23,NA,140,count,128.71,NA
Case,New Cases,Citywide,,Daily,2021-09-24,NA,104,count,122.86,NA
Case,New Cases,Citywide,,Daily,2021-09-25,NA,59,count,121.71,NA
Case,New Cases,Citywide,,Daily,2021-09-26,NA,64,count,124.71,NA
Case,New Cases,Citywide,,Daily,2021-09-27,NA,139,count,118.14,NA
Case,New Cases,Citywide,,Daily,2021-09-28,NA,127,count,111.71,NA
Case,New Cases,Citywide,,Daily,2021-09-29,NA,158,count,113,NA
Case,New Cases,Citywide,,Daily,2021-09-30,NA,104,count,107.86,NA
Case,New Cases,Citywide,,Daily,2021-10-01,NA,108,count,108.43,NA
Case,New Cases,Citywide,,Daily,2021-10-02,NA,44,count,106.29,NA
Case,New Cases,Citywide,,Daily,2021-10-03,NA,69,count,107,NA
Case,New Cases,Citywide,,Daily,2021-10-04,NA,153,count,109,NA
Case,New Cases,Citywide,,Daily,2021-10-05,NA,139,count,110.71,NA
Case,New Cases,Citywide,,Daily,2021-10-06,NA,137,count,107.71,NA
Case,New Cases,Citywide,,Daily,2021-10-07,NA,148,count,114,NA
Case,New Cases,Citywide,,Daily,2021-10-08,NA,101,count,113,NA
Case,New Cases,Citywide,,Daily,2021-10-09,NA,50,count,113.86,NA
Case,New Cases,Citywide,,Daily,2021-10-10,NA,58,count,112.29,NA
Case,New Cases,Citywide,,Daily,2021-10-11,NA,103,count,105.14,NA
Case,New Cases,Citywide,,Daily,2021-10-12,NA,134,count,104.43,NA
Case,New Cases,Citywide,,Daily,2021-10-13,NA,115,count,101.29,NA
Case,New Cases,Citywide,,Daily,2021-10-14,NA,127,count,98.29,NA
Case,New Cases,Citywide,,Daily,2021-10-15,NA,107,count,99.14,NA
Case,New Cases,Citywide,,Daily,2021-10-16,NA,39,count,97.57,NA
Case,New Cases,Citywide,,Daily,2021-10-17,NA,33,count,94,NA
Case,New Cases,Citywide,,Daily,2021-10-18,NA,113,count,95.43,NA
Case,New Cases,Citywide,,Daily,2021-10-19,NA,110,count,92,NA
Case,New Cases,Citywide,,Daily,2021-10-20,NA,89,count,88.29,NA
Case,New Cases,Citywide,,Daily,2021-10-21,NA,96,count,83.86,NA
Case,New Cases,Citywide,,Daily,2021-10-22,NA,82,count,80.29,NA
Case,New Cases,Citywide,,Daily,2021-10-23,NA,41,count,80.57,NA
Case,New Cases,Citywide,,Daily,2021-10-24,NA,40,count,81.57,NA
Case,New Cases,Citywide,,Daily,2021-10-25,NA,113,count,81.57,NA
Case,New Cases,Citywide,,Daily,2021-10-26,NA,101,count,80.29,NA
Case,New Cases,Citywide,,Daily,2021-10-27,NA,104,count,82.43,NA
Case,New Cases,Citywide,,Daily,2021-10-28,NA,120,count,85.86,NA
Case,New Cases,Citywide,,Daily,2021-10-29,NA,96,count,87.86,NA
Case,New Cases,Citywide,,Daily,2021-10-30,NA,45,count,88.43,NA
Case,New Cases,Citywide,,Daily,2021-10-31,NA,51,count,90,NA
Case,New Cases,Citywide,,Daily,2021-11-01,NA,123,count,91.43,NA
Case,New Cases,Citywide,,Daily,2021-11-02,NA,148,count,98.14,NA
Case,New Cases,Citywide,,Daily,2021-11-03,NA,164,count,106.71,NA
Case,New Cases,Citywide,,Daily,2021-11-04,NA,144,count,110.14,NA
Case,New Cases,Citywide,,Daily,2021-11-05,NA,118,count,113.29,NA
Case,New Cases,Citywide,,Daily,2021-11-06,NA,59,count,115.29,NA
Case,New Cases,Citywide,,Daily,2021-11-07,NA,51,count,115.29,NA
Case,New Cases,Citywide,,Daily,2021-11-08,NA,172,count,122.29,NA
Case,New Cases,Citywide,,Daily,2021-11-09,NA,169,count,125.29,NA
Case,New Cases,Citywide,,Daily,2021-11-10,NA,193,count,129.43,NA
Case,New Cases,Citywide,,Daily,2021-11-11,NA,150,count,130.29,NA
Case,New Cases,Citywide,,Daily,2021-11-12,NA,165,count,137,NA
Case,New Cases,Citywide,,Daily,2021-11-13,NA,87,count,141,NA
Case,New Cases,Citywide,,Daily,2021-11-14,NA,71,count,143.86,NA
Case,New Cases,Citywide,,Daily,2021-11-15,NA,233,count,152.57,NA
Case,New Cases,Citywide,,Daily,2021-11-16,NA,260,count,165.57,NA
Case,New Cases,Citywide,,Daily,2021-11-17,NA,236,count,171.71,NA
Case,New Cases,Citywide,,Daily,2021-11-18,NA,219,count,181.57,NA
Case,New Cases,Citywide,,Daily,2021-11-19,NA,214,count,188.57,NA
Case,New Cases,Citywide,,Daily,2021-11-20,NA,96,count,189.86,NA
Case,New Cases,Citywide,,Daily,2021-11-21,NA,98,count,193.71,NA
Case,New Cases,Citywide,,Daily,2021-11-22,NA,236,count,194.14,NA
Case,New Cases,Citywide,,Daily,2021-11-23,NA,260,count,194.14,NA
Case,New Cases,Citywide,,Daily,2021-11-24,NA,178,count,185.86,NA
Case,New Cases,Citywide,,Daily,2021-11-25,NA,20,count,157.43,NA
Case,New Cases,Citywide,,Daily,2021-11-26,NA,117,count,143.57,NA
Case,New Cases,Citywide,,Daily,2021-11-27,NA,117,count,146.57,NA
Case,New Cases,Citywide,,Daily,2021-11-28,NA,135,count,151.86,NA
Case,New Cases,Citywide,,Daily,2021-11-29,NA,425,count,178.86,NA
Case,New Cases,Citywide,,Daily,2021-11-30,NA,372,count,194.86,NA
Case,New Cases,Citywide,,Daily,2021-12-01,NA,425,count,230.14,NA
Case,New Cases,Citywide,,Daily,2021-12-02,NA,423,count,287.71,NA
Case,New Cases,Citywide,,Daily,2021-12-03,NA,370,count,323.86,NA
Case,New Cases,Citywide,,Daily,2021-12-04,NA,190,count,334.29,NA
Case,New Cases,Citywide,,Daily,2021-12-05,NA,124,count,332.71,NA
Case,New Cases,Citywide,,Daily,2021-12-06,NA,475,count,339.86,NA
Case,New Cases,Citywide,,Daily,2021-12-07,NA,397,count,343.43,NA
Case,New Cases,Citywide,,Daily,2021-12-08,NA,423,count,343.14,NA
Case,New Cases,Citywide,,Daily,2021-12-09,NA,361,count,334.29,NA
Case,New Cases,Citywide,,Daily,2021-12-10,NA,338,count,329.71,NA
Case,New Cases,Citywide,,Daily,2021-12-11,NA,172,count,327.14,NA
Case,New Cases,Citywide,,Daily,2021-12-12,NA,157,count,331.86,NA
Case,New Cases,Citywide,,Daily,2021-12-13,NA,573,count,345.86,NA
Case,New Cases,Citywide,,Daily,2021-12-14,NA,641,count,380.71,NA
Case,New Cases,Citywide,,Daily,2021-12-15,NA,762,count,429.14,NA
Case,New Cases,Citywide,,Daily,2021-12-16,NA,738,count,483,NA
Case,New Cases,Citywide,,Daily,2021-12-17,NA,662,count,529.29,NA
Case,New Cases,Citywide,,Daily,2021-12-18,NA,343,count,553.71,NA
Case,New Cases,Citywide,,Daily,2021-12-19,NA,314,count,576.14,NA
Case,New Cases,Citywide,,Daily,2021-12-20,NA,1263,count,674.71,NA
Case,New Cases,Citywide,,Daily,2021-12-21,NA,1404,count,783.71,NA
Case,New Cases,Citywide,,Daily,2021-12-22,NA,1548,count,896,NA
Case,New Cases,Citywide,,Daily,2021-12-23,NA,1130,count,952,NA
Case,New Cases,Citywide,,Daily,2021-12-24,NA,402,count,914.86,NA
Case,New Cases,Citywide,,Daily,2021-12-25,NA,146,count,886.71,NA
Case,New Cases,Citywide,,Daily,2021-12-26,NA,726,count,945.57,NA
Case,New Cases,Citywide,,Daily,2021-12-27,NA,2557,count,1130.43,NA
Case,New Cases,Citywide,,Daily,2021-12-28,NA,2913,count,1346,NA
Case,New Cases,Citywide,,Daily,2021-12-29,NA,3117,count,1570.14,NA
Case,New Cases,Citywide,,Daily,2021-12-30,NA,2389,count,1750,NA
Case,New Cases,Citywide,,Daily,2021-12-31,NA,825,count,1810.43,NA
Case,New Cases,Citywide,,Daily,2022-01-01,NA,493,count,1860,NA
Case,New Cases,Citywide,,Daily,2022-01-02,NA,1281,count,1939.29,NA
Case,New Cases,Citywide,,Daily,2022-01-03,NA,4353,count,2195.86,NA
Case,New Cases,Citywide,,Daily,2022-01-04,NA,4033,count,2355.86,NA
Case,New Cases,Citywide,,Daily,2022-01-05,NA,3626,count,2428.57,NA
Case,New Cases,Citywide,,Daily,2022-01-06,NA,3337,count,2564,NA
